,loss,accuracy,val_loss,val_accuracy
0,0.6900815963745117,0.619297444820404,0.6603723764419556,0.5794604420661926
1,0.5768226385116577,0.7109318971633911,0.3839649558067322,0.8660936951637268
2,0.5595467686653137,0.7171413898468018,0.5073673725128174,0.7746720314025879
3,0.37650731205940247,0.8771867156028748,0.3578200340270996,0.887334406375885
4,0.4337184429168701,0.834862232208252,0.2714000642299652,0.9207269549369812
5,0.30788180232048035,0.905676543712616,0.24094532430171967,0.9269595742225647
6,0.3879248797893524,0.8539972305297852,0.5682773590087891,0.6922163963317871
7,0.4305060803890228,0.8359426856040955,0.34225407242774963,0.8891922235488892
8,0.414962500333786,0.8243140578269958,0.235019713640213,0.9375283122062683
9,0.252470463514328,0.9253517389297485,0.35638758540153503,0.9389336705207825
10,0.23226304352283478,0.931620180606842,0.21417197585105896,0.9398481249809265
11,0.2919326722621918,0.8988378047943115,0.20416513085365295,0.9232925176620483
12,0.17402341961860657,0.9414961934089661,0.16127531230449677,0.9467011094093323
13,0.23311156034469604,0.9232348799705505,0.19490979611873627,0.940168023109436
14,0.18704551458358765,0.9474445581436157,0.29358863830566406,0.9141292572021484
15,0.24403998255729675,0.9311478734016418,0.24123507738113403,0.9317641854286194
16,0.22710281610488892,0.9293023943901062,0.23746661841869354,0.8796058297157288
17,0.20644743740558624,0.9341233372688293,0.2083490788936615,0.9386817812919617
18,0.17575815320014954,0.9514850974082947,0.5954339504241943,0.6536316275596619
19,0.20812441408634186,0.9178023338317871,0.21834079921245575,0.9424523115158081
20,0.1542206108570099,0.9537796378135681,0.17643794417381287,0.9471017718315125
21,0.1689322292804718,0.9455675482749939,0.17187456786632538,0.9472826719284058
22,0.18640276789665222,0.9436664581298828,0.1643502116203308,0.9485040903091431
23,0.14593841135501862,0.9527378082275391,0.20088090002536774,0.944701075553894
24,0.1870986968278885,0.9440945386886597,0.20758561789989471,0.93794184923172
25,0.15676316618919373,0.9527963995933533,0.15647414326667786,0.9547430872917175
26,0.12514449656009674,0.9565340280532837,0.1788802444934845,0.9457641839981079
27,0.13585451245307922,0.9585444331169128,0.15912510454654694,0.9489304423332214
28,0.11466819047927856,0.9650048613548279,0.16833043098449707,0.9487947821617126
29,0.11641480773687363,0.9640190005302429,0.15438425540924072,0.9507495760917664
30,0.14973844587802887,0.9565972685813904,0.1506427526473999,0.9508400559425354
31,0.10262732207775116,0.9670482277870178,0.16270963847637177,0.9475992918014526
32,0.09374135732650757,0.9671640992164612,0.16018104553222656,0.9460744261741638
33,0.09662313014268875,0.9673312306404114,0.1531759351491928,0.950849711894989
34,0.10216028243303299,0.966907799243927,0.16783876717090607,0.9555638432502747
35,0.08501392602920532,0.9692200422286987,0.16863486170768738,0.9476736187934875
36,0.08348404616117477,0.9710097908973694,0.1546255648136139,0.9570048451423645
37,0.0876818299293518,0.9688795208930969,0.16565528512001038,0.9536026120185852
38,0.10463543981313705,0.9700573682785034,0.16235187649726868,0.9570048451423645
39,0.081265889108181,0.9720391035079956,0.16388390958309174,0.9556446075439453
40,0.12106627225875854,0.9695855379104614,0.16411668062210083,0.9557608366012573
41,0.06236953288316727,0.9773793816566467,0.16562235355377197,0.9511890411376953
42,0.13188771903514862,0.9688999652862549,0.16725729405879974,0.9557900428771973
43,0.05879494175314903,0.978268027305603,0.1546545773744583,0.9589112401008606
44,0.058805227279663086,0.977745532989502,0.20651960372924805,0.9557382464408875
45,0.060602400451898575,0.979554295539856,0.17554962635040283,0.95260089635849
46,0.04882701113820076,0.9823616147041321,0.21418552100658417,0.9526785016059875
47,0.05903187021613121,0.981535792350769,0.17526406049728394,0.9403101801872253
48,0.09276172518730164,0.9684931039810181,0.15939806401729584,0.9464911222457886
49,0.04295838996767998,0.9846205115318298,0.23004324734210968,0.947806179523468
50,0.04947802051901817,0.9823748469352722,0.1846424788236618,0.9526106715202332
51,0.04897685348987579,0.9837684631347656,0.19602221250534058,0.945285975933075
52,0.04003041237592697,0.9854312539100647,0.22690583765506744,0.9482326507568359
53,0.04208461567759514,0.9851726293563843,0.18213355541229248,0.9497641324996948
54,0.03762682527303696,0.9865811467170715,0.1971636265516281,0.9481744766235352
55,0.041452743113040924,0.9828256368637085,0.2284657061100006,0.951399028301239
56,0.03498237580060959,0.9869519472122192,0.19247062504291534,0.9387366771697998
57,0.03213124722242355,0.988596498966217,0.19434966146945953,0.9560097455978394
58,0.02805154211819172,0.989033043384552,0.23046761751174927,0.9498223066329956
59,0.029752790927886963,0.9905883073806763,0.3360995650291443,0.9246978163719177
60,0.028265271335840225,0.9898533225059509,0.23759961128234863,0.9528496861457825
61,0.034893009811639786,0.9840523600578308,0.22038337588310242,0.9521680474281311
62,0.024302029982209206,0.9913271069526672,0.2663428783416748,0.9449369311332703
63,0.028703756630420685,0.9919317960739136,0.2569696009159088,0.945063054561615
64,0.022245297208428383,0.9928210973739624,0.2225216031074524,0.9499677419662476
65,0.029882118105888367,0.9906430840492249,0.23068767786026,0.9513506293296814
66,0.01982351765036583,0.9938015937805176,0.27491360902786255,0.9480840563774109
67,0.02365586720407009,0.9918648600578308,0.2691935896873474,0.9466882348060608
68,0.018005970865488052,0.9940323233604431,0.29108086228370667,0.9402779340744019
69,0.02247496135532856,0.9930148124694824,0.30571433901786804,0.940313458442688
70,0.022110456600785255,0.9925218224525452,0.31564992666244507,0.9293603301048279
71,0.021639004349708557,0.9932945966720581,0.29719114303588867,0.9484232068061829
72,0.01750677265226841,0.9935513734817505,0.2861800789833069,0.9558836817741394
